domain,category,region,rank
dropbox.com,tech,US,1
target.com,e-commerce,US,2
line.me,social_media,JP,3
weibo.com,social_media,CN,4
vk.com,social_media,RU,5
stern.de,news,DE,6
lci.fr,news,FR,7
quotidiano.net,news,IT,8
elperiodico.com,news,ES,9
metro.co.uk,news,UK,10
bestbuy.com,e-commerce,US,11
saturn.de,e-commerce,DE,12
darty.com,e-commerce,FR,13
euronics.it,e-commerce,IT,14
worten.pt,e-commerce,PT,15
appletv.apple.com,entertainment,US,16
rtl.de,entertainment,DE,17
tf1.fr,entertainment,FR,18
la7.it,entertainment,IT,19
telecinco.es,entertainment,ES,20
princeton.edu,education,US,21
lse.ac.uk,education,UK,22
kit.edu,education,DE,23
hec.edu,education,FR,24
uc3m.es,education,ES,25
whitehouse.gov,government,US,26
bmwi.de,government,DE,27
economie.gouv.fr,government,FR,28
mef.gov.it,government,IT,29
hacienda.gob.es,government,ES,30
traderepublic.com,finance,DE,31
boursorama.com,finance,FR,32
fineco.it,finance,IT,33
openbank.es,finance,ES,34
bunq.com,finance,NL,35
flixbus.com,travel,DE,36
ouigo.com,travel,FR,37
italo.it,travel,IT,38
renfe.com,travel,ES,39
eurostar.com,travel,EU,40
workday.com,employment,US,41
adzuna.co.uk,employment,UK,42
meteojob.com,employment,FR,43
monster.it,employment,IT,44
monster.es,employment,ES,45
drugs.com,health,US,46
onmeda.de,health,DE,47
passeportsante.net,health,FR,48
paginemediche.it,health,IT,49
cun.es,health,ES,50
mercadolivre.com.br,marketplace,BR,51
avito.ru,marketplace,RU,52
allegro.cz,marketplace,CZ,53
willhaben.at,marketplace,AT,54
hasznaltauto.hu,marketplace,HU,55
tagesspiegel.de,news,DE,56
bfmtv.com,news,FR,57
fanpage.it,news,IT,58
cope.es,news,ES,59
bloomberg.com,news,US,60
zalando.fr,e-commerce,FR,61
douglas.de,e-commerce,DE,62
yves-rocher.fr,e-commerce,FR,63
feltrinelli.it,e-commerce,IT,64
amazon.es,e-commerce,ES,65
viaplay.com,entertainment,SE,66
nrk.no,entertainment,NO,67
dr.dk,entertainment,DK,68
svtplay.se,entertainment,SE,69
yle.fi,entertainment,FI,70
caltech.edu,education,US,71
warwick.ac.uk,education,UK,72
uni-heidelberg.de,education,DE,73
centralesupelec.fr,education,FR,74
unitn.it,education,IT,75
eda.admin.ch,government,CH,76
regering.se,government,SE,77
regjeringen.no,government,NO,78
stm.fi,government,FI,79
regeringen.dk,government,DK,80
scalable.capital,finance,DE,81
lydia-app.com,finance,FR,82
hype.it,finance,IT,83
evo.es,finance,ES,84
monzo.com,finance,UK,85
ouibus.com,travel,FR,86
blabus.de,travel,DE,87
alsa.es,travel,ES,88
nationalexpress.com,travel,UK,89
vy.no,travel,NO,90
careerbuilder.com,employment,US,91
jobbsafari.se,employment,SE,92
jobindex.dk,employment,DK,93
duunitori.fi,employment,FI,94
nav.no,employment,NO,95
zocdoc.com,health,US,96
jameda.de,health,DE,97
doctoranytime.gr,health,GR,98
doktorsitesi.com,health,TR,99
practo.com,health,IN,100
